,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,license,github_release_downloads
10,NativeBase,GeekyAnts/NativeBase,ui-frameworks,native-base,https://github.com/GeekyAnts/NativeBase,https://github.com/GeekyAnts/NativeBase,2016-04-15 11:37:23,2024-01-29 05:41:10,2023-08-04 14:18:44,6324.0,,2292.0,268.0,2261.0,265.0,3161.0,19932.0,2023-03-06 09:32:54,3.4.28,100.0,"Mobile-first, accessible components for React Native & Web to build consistent UI across Android, iOS and Web.",3.0,3.0,299.0,https://www.npmjs.com/package/native-base,278152.0,278152.0,32,True,2,,MIT,
11,Ignite,infinitered/ignite,app-frameworks,,https://github.com/infinitered/ignite,https://github.com/infinitered/ignite,2016-02-10 16:06:07,2024-02-28 16:05:40,2024-02-28 02:53:54,2546.0,61.0,1316.0,242.0,1127.0,22.0,1296.0,16376.0,2024-02-28 02:54:01,9.6.2,100.0,"Infinite Reds battle-tested React Native project boilerplate, along with a CLI, component/model generators, and more!.",3.0,3.0,213.0,,,,30,True,3,,MIT,
12,UI Kitten,akveo/react-native-ui-kitten,ui-frameworks,react-native-ui-kitten,https://github.com/akveo/react-native-ui-kitten,https://github.com/akveo/react-native-ui-kitten,2016-12-20 08:22:38,2024-02-07 22:48:40,2024-01-05 12:22:19,842.0,1.0,923.0,126.0,574.0,147.0,1020.0,10031.0,2023-04-26 16:36:36,5.3.1,31.0,React Native UI Library based on Eva Design System Dark Mode.,11188.0,11188.0,62.0,https://www.npmjs.com/package/react-native-ui-kitten,1106.0,1106.0,29,True,3,1.0,MIT,
13,react-native-svg-charts,JesperLekland/react-native-svg-charts,chart-components,react-native-svg-charts,https://github.com/JesperLekland/react-native-svg-charts,https://github.com/JesperLekland/react-native-svg-charts,2017-10-30 09:28:29,2023-05-17 10:28:38,2020-04-14 18:49:24,386.0,,366.0,14.0,151.0,181.0,275.0,2303.0,2019-07-06 17:27:57,5.3.0,24.0,One library to rule all charts for React Native.,7186.0,7186.0,39.0,https://www.npmjs.com/package/react-native-svg-charts,203832.0,203832.0,29,True,1,,MIT,
14,Shoutem UI,shoutem/ui,ui-frameworks,@shoutem/ui,https://github.com/shoutem/ui,https://github.com/shoutem/ui,2016-08-08 15:26:08,2024-02-26 13:39:28,2024-02-26 13:38:06,1290.0,34.0,438.0,92.0,492.0,103.0,216.0,4868.0,2023-01-10 14:17:30,6.1.2,84.0,Customizable set of components for React Native applications.,1422.0,1422.0,56.0,https://www.npmjs.com/package/@shoutem/ui,6323.0,6323.0,28,True,3,-1.0,,37.0
15,react-native-chart-kit,indiespirit/react-native-chart-kit,chart-components,react-native-chart-kit,https://github.com/indiespirit/react-native-chart-kit,https://github.com/indiespirit/react-native-chart-kit,2017-12-20 02:30:08,2024-01-23 14:31:15,2022-02-08 04:03:57,336.0,,608.0,13.0,178.0,392.0,155.0,2709.0,,,,"React Native Chart Kit: Line Chart, Bezier Line Chart, Progress Ring, Bar chart, Pie chart, Contribution graph..",16863.0,16863.0,102.0,https://www.npmjs.com/package/react-native-chart-kit,201036.0,201036.0,28,True,2,,MIT,
16,react-native-charts-wrapper,wuxudong/react-native-charts-wrapper,chart-components,react-native-charts-wrapper,https://github.com/wuxudong/react-native-charts-wrapper,https://github.com/wuxudong/react-native-charts-wrapper,2017-03-03 07:58:57,2024-02-22 02:25:33,2024-02-05 04:47:54,341.0,2.0,605.0,51.0,123.0,187.0,676.0,2389.0,2023-10-28 07:08:16,0.6.0,35.0,a react native charts wrapper (support android & iOS).,1403.0,1403.0,58.0,https://www.npmjs.com/package/react-native-charts-wrapper,55322.0,55322.0,27,True,2,,,
17,RNMK,xinthink/react-native-material-kit,ui-frameworks,react-native-material-kit,https://github.com/xinthink/react-native-material-kit,https://github.com/xinthink/react-native-material-kit,2015-07-01 12:33:24,2023-01-04 06:15:00,2020-03-08 04:28:42,496.0,,557.0,101.0,163.0,150.0,156.0,4842.0,2016-12-18 05:14:29,0.3.4,15.0,Bringing Material Design to React Native.,1570.0,1570.0,76.0,https://www.npmjs.com/package/react-native-material-kit,812.0,812.0,26,True,3,,MIT,
18,React Native Material UI,xotahal/react-native-material-ui,ui-frameworks,react-native-material-ui,https://github.com/xotahal/react-native-material-ui,https://github.com/xotahal/react-native-material-ui,2016-03-24 15:40:53,2023-04-19 08:31:36,2019-04-19 21:39:12,524.0,,592.0,90.0,205.0,169.0,145.0,3782.0,2019-04-20 05:02:31,2.0.0-alpha.1@deelop,20.0,Highly customizable material design components for React Native.,2970.0,2970.0,71.0,https://www.npmjs.com/package/react-native-material-ui,2849.0,2849.0,25,True,3,,MIT,
19,Galio,galio-org/galio,ui-frameworks,galio,https://github.com/galio-org/galio,https://github.com/galio-org/galio,2018-06-17 16:14:11,2023-04-20 22:58:40,2022-03-30 11:06:58,419.0,,314.0,55.0,130.0,42.0,85.0,3094.0,2022-03-30 11:08:29,0.8.1,11.0,"Galio is a beautifully designed, Free and Open Source React Native Framework.",2841.0,2841.0,37.0,https://www.npmjs.com/package/galio,,,23,True,3,,MIT,
20,Teaset,rilyu/teaset,ui-frameworks,teaset,https://github.com/rilyu/teaset,https://github.com/rilyu/teaset,2016-12-07 03:48:10,2021-05-29 08:52:27,2020-10-23 07:45:44,144.0,,464.0,70.0,29.0,189.0,245.0,2933.0,2020-04-01 09:07:17,0.7.4,20.0,"A UI library for react native, provides 20+ pure JS(ES6) components, focusing on content display and action control.",734.0,734.0,13.0,https://www.npmjs.com/package/teaset,99.0,99.0,22,True,3,,MIT,
21,react-native-pathjs-charts,capitalone/react-native-pathjs-charts,chart-components,react-native-pathjs-charts,https://github.com/capitalone/react-native-pathjs-charts,https://github.com/capitalone/react-native-pathjs-charts,2016-07-29 19:43:20,2018-03-01 15:28:09,2018-03-01 15:28:09,128.0,,251.0,35.0,74.0,72.0,87.0,879.0,2018-02-19 01:42:23,0.0.34,14.0,Android and iOS charts based on react-native-svg and paths-js.,679.0,679.0,27.0,https://www.npmjs.com/package/react-native-pathjs-charts,290.0,290.0,22,False,2,,Apache-2.0,
22,react-native-graph,margelo/react-native-graph,chart-components,react-native-graph,https://github.com/margelo/react-native-graph,https://github.com/margelo/react-native-graph,2022-04-29 12:40:18,2024-02-14 02:58:01,2023-09-01 23:19:54,84.0,,92.0,15.0,35.0,29.0,35.0,1765.0,2023-02-20 10:49:18,1.0.1,5.0,"Beautiful, high-performance Graphs and Charts for React Native built with Skia.",143.0,143.0,12.0,https://www.npmjs.com/package/react-native-graph,5984.0,5984.0,21,True,3,,MIT,
23,react-native-echarts,wuba/react-native-echarts,chart-components,@wuba/react-native-echarts,https://github.com/wuba/react-native-echarts,https://github.com/wuba/react-native-echarts,2023-01-09 06:12:24,2024-02-28 08:23:56,2024-02-28 08:23:32,119.0,14.0,22.0,18.0,79.0,14.0,54.0,605.0,2024-02-21 07:17:07,1.3.0,15.0,"React Native ECharts Library: An awesome charting library for React Native, built upon Apache ECharts and leveraging..",,,13.0,https://www.npmjs.com/package/@wuba/react-native-echarts,20718.0,20718.0,20,True,3,,Apache-2.0,
24,Nachos UI,nachos-ui/nachos-ui,ui-frameworks,nachos-ui,https://github.com/nachos-ui/nachos-ui,https://github.com/nachos-ui/nachos-ui,2017-01-30 14:22:09,2021-03-12 10:42:57,2018-08-15 19:47:46,58.0,,120.0,34.0,14.0,13.0,34.0,2064.0,,,,Nachos UI is a React Native component library.,344.0,344.0,10.0,https://www.npmjs.com/package/nachos-ui,232.0,232.0,19,False,3,,MIT,
25,react-native-highcharts,TradingPal/react-native-highcharts,chart-components,react-native-highcharts,https://github.com/TradingPal/react-native-highcharts,https://github.com/TradingPal/react-native-highcharts,2016-11-18 17:56:58,2022-03-23 08:45:14,2017-12-01 22:33:30,74.0,,128.0,9.0,32.0,59.0,40.0,255.0,,,,Add Highcharts charts to react-native app for IOS and Android.,277.0,277.0,5.0,https://www.npmjs.com/package/react-native-highcharts,340.0,340.0,15,False,3,,,
26,react-native-animated-charts,rainbow-me/react-native-animated-charts,chart-components,@rainbow-me/animated-charts,https://github.com/rainbow-me/react-native-animated-charts,https://github.com/rainbow-me/react-native-animated-charts,2020-09-14 19:18:48,2022-10-02 23:16:37,2021-10-25 17:08:17,19.0,,98.0,15.0,14.0,57.0,26.0,897.0,,,6.0,Set of components and helpers for building complex and beautifully animated charts.,5.0,5.0,5.0,https://www.npmjs.com/package/@rainbow-me/animated-charts,818.0,818.0,14,True,3,,MIT,
27,Material Kit React Native,creativetimofficial/material-kit-react-native,templates,material-kit-react-native,https://github.com/creativetimofficial/material-kit-react-native,https://github.com/creativetimofficial/material-kit-react-native,2019-01-09 12:35:13,2023-08-14 11:31:19,2023-08-14 11:30:34,67.0,,767.0,18.0,9.0,3.0,26.0,567.0,2023-08-14 11:31:19,1.10.0,9.0,Material Kit React Native.,,,9.0,https://www.npmjs.com/package/material-kit-react-native,,,14,True,1,,MIT,
28,react-native-skia-charts,vladanyes/react-native-skia-charts,chart-components,react-native-skia-charts,https://github.com/vladanyes/react-native-skia-charts,https://github.com/vladanyes/react-native-skia-charts,2022-12-28 17:49:18,2023-03-13 08:45:32,2023-03-13 08:45:20,54.0,,8.0,7.0,4.0,2.0,4.0,134.0,,,1.0,High-performance charts for react-native.,13.0,13.0,3.0,https://www.npmjs.com/package/react-native-skia-charts,25.0,25.0,11,True,3,,MIT,
29,react-native-charts,chartiful/react-native-charts,chart-components,@chartiful/react-native-chart-builder,,{},,,,,,,,,,,,,,,,,,,https://www.npmjs.com/package/@chartiful/react-native-chart-builder,854.0,854.0,2,False,3,,,
